,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
501,1681,2023,SE,FT,Data Scientist,110000,US,100,US,M
969,243,2023,SE,FT,Data Scientist,237000,US,0,US,M
685,1433,2023,SE,FT,Data Scientist,228000,US,0,US,M
684,1434,2023,SE,FT,Data Scientist,152000,US,0,US,M
683,1435,2023,SE,FT,Data Scientist,209450,US,100,US,M
682,1436,2023,SE,FT,Data Scientist,158677,US,100,US,M
971,242,2023,SE,FT,Data Scientist,122900,US,0,US,L
3640,3527,2021,EN,FT,Data Scientist,13400,UA,100,UA,L
972,241,2023,SE,FT,Data Scientist,239000,US,0,US,L
973,240,2023,SE,FT,Data Scientist,152000,US,0,US,M
676,1430,2023,SE,FT,Data Scientist,156400,US,100,US,M
952,319,2023,SE,FT,Data Scientist,140000,US,0,US,M
3364,2373,2022,SE,FT,Data Scientist,93800,US,0,US,M
3343,2249,2022,SE,FT,Data Scientist,47280,ES,0,ES,M
3625,1738,2021,SE,FT,Data Scientist,54094,IN,100,IN,L
727,1449,2023,SE,FT,Data Scientist,139000,US,100,US,M
100,1170,2023,SE,FT,Data Scientist,156400,US,0,US,M
3379,2358,2022,EN,FT,Data Scientist,17684,HU,100,HU,M
3583,3494,2021,MI,FT,Data Scientist,9466,IN,0,IN,S
3375,2363,2022,SE,FT,Data Scientist,156400,US,0,US,M
935,337,2023,MI,FT,Data Scientist,51962,US,100,US,M
3592,3480,2021,EN,FT,Data Scientist,100000,US,0,US,S
936,336,2023,MI,FT,Data Scientist,93918,US,100,US,M
937,335,2023,EN,FT,Data Scientist,71907,US,100,US,M
717,1447,2023,SE,FT,Data Scientist,145000,US,100,US,M
938,334,2023,EN,FT,Data Scientist,130001,US,100,US,M
715,1461,2023,SE,FT,Data Scientist,154600,US,100,US,M
101,1169,2023,SE,FT,Data Scientist,225000,US,0,US,M
3370,2355,2022,SE,FT,Data Scientist,129300,US,0,US,M
3368,2370,2022,SE,FT,Data Scientist,185900,US,0,US,M
3609,3432,2021,MI,FT,Data Scientist,109000,US,50,US,L
704,1460,2023,SE,FT,Data Scientist,285800,US,100,US,M
945,327,2023,EN,FT,Data Scientist,51753,CA,100,CA,L
3367,2371,2022,SE,FT,Data Scientist,129300,US,0,US,M
474,1651,2023,SE,FT,Data Scientist,168400,US,0,US,M
3365,2372,2022,SE,FT,Data Scientist,140700,US,0,US,M
702,1446,2023,SE,FT,Data Scientist,237000,US,100,US,M
700,1418,2023,SE,FT,Data Scientist,134000,US,0,US,M
974,239,2023,SE,FT,Data Scientist,203500,US,0,US,M
980,233,2023,SE,FT,Data Scientist,162500,US,0,US,M
729,1417,2023,SE,FT,Data Scientist,183000,US,0,US,M
652,1759,2023,SE,FT,Data Scientist,198200,US,0,US,M
650,1761,2023,SE,FT,Data Scientist,140000,US,0,US,M
3672,3529,2021,MI,FT,Data Scientist,150000,US,100,US,M
511,1614,2023,SE,FT,Data Scientist,168000,US,100,US,M
1023,418,2023,SE,FT,Data Scientist,145000,US,100,US,M
1024,417,2023,SE,FT,Data Scientist,237000,US,100,US,M
1025,416,2023,SE,FT,Data Scientist,145000,US,100,US,M
1026,415,2023,SE,FT,Data Scientist,175000,US,100,US,M
1027,414,2023,SE,FT,Data Scientist,134236,US,0,US,M
1028,413,2023,SE,FT,Data Scientist,191765,US,0,US,M
3679,3752,2020,EN,FT,Data Scientist,105000,US,100,US,S
512,1613,2023,SE,FT,Data Scientist,104000,US,100,US,M
513,1612,2023,SE,FT,Data Scientist,136000,US,100,US,M
1031,410,2023,SE,FT,Data Scientist,154000,US,0,US,M
21,1193,2023,SE,FT,Data Scientist,215050,US,100,US,M
20,1194,2023,SE,FT,Data Scientist,156400,US,100,US,M
3682,3579,2020,MI,FT,Data Scientist,76958,GB,100,GB,S
1032,409,2023,SE,FT,Data Scientist,252000,US,0,US,M
639,1712,2023,SE,FT,Data Scientist,135000,US,100,US,M
638,1713,2023,SE,FT,Data Scientist,115000,US,100,US,M
3683,3713,2020,SE,FT,Data Scientist,120000,US,50,US,L
3278,2286,2022,SE,FT,Data Scientist,104000,US,100,US,M
3277,2264,2022,SE,FT,Data Scientist,107000,US,100,US,M
518,1606,2023,EX,FT,Data Scientist,200000,US,0,US,M
651,1760,2023,SE,FT,Data Scientist,182000,US,0,US,M
653,1758,2023,SE,FT,Data Scientist,272550,US,0,US,M
981,232,2023,SE,FT,Data Scientist,250000,US,0,US,M
510,1615,2023,SE,FT,Data Scientist,130000,US,100,US,M
3342,2250,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
3341,2251,2022,SE,FT,Data Scientist,198800,US,0,US,M
984,285,2023,SE,FT,Data Scientist,160000,US,0,US,M
3340,2252,2022,SE,FT,Data Scientist,122600,US,0,US,M
986,284,2023,SE,FT,Data Scientist,195000,US,0,US,M
817,1586,2023,SE,FT,Data Scientist,185000,US,0,US,M
3658,3528,2021,MI,FT,Data Scientist,75774,CA,100,CA,L
3660,3556,2021,SE,FT,Data Scientist,53192,FR,50,FR,L
504,1678,2023,SE,FT,Data Scientist,198200,US,100,US,M
998,260,2023,SE,FT,Data Scientist,175000,US,100,US,M
3315,2226,2022,MI,FT,Data Scientist,180000,US,0,US,M
3314,2227,2022,MI,FT,Data Scientist,120000,US,0,US,M
3313,2228,2022,SE,FT,Data Scientist,185900,US,0,US,M
3312,2229,2022,SE,FT,Data Scientist,129300,US,0,US,M
3311,2230,2022,SE,FT,Data Scientist,175000,US,100,US,M
3310,2231,2022,SE,FT,Data Scientist,145000,US,100,US,M
1005,265,2023,SE,FT,Data Scientist,38631,ES,0,ES,M
1006,264,2023,SE,FT,Data Scientist,48289,ES,0,ES,M
3668,3535,2021,MI,FT,Data Scientist,50000,NG,100,NG,L
1009,261,2023,SE,FT,Data Scientist,145000,US,100,US,M
3302,2291,2022,SE,FT,Data Scientist,185900,US,0,US,M
3301,2292,2022,SE,FT,Data Scientist,129300,US,0,US,M
1013,346,2023,SE,FT,Data Scientist,203000,US,100,US,M
728,1448,2023,SE,FT,Data Scientist,240000,US,100,US,M
927,315,2023,SE,FT,Data Scientist,155000,US,0,US,M
634,1717,2023,SE,FT,Data Scientist,140000,US,100,US,M
794,1553,2023,SE,FT,Data Scientist,38631,LV,0,LV,M
844,1489,2023,SE,FT,Data Scientist,183500,US,100,US,M
846,1499,2023,SE,FT,Data Scientist,120000,US,0,US,M
847,1498,2023,SE,FT,Data Scientist,150000,US,0,US,M
3514,3722,2021,MI,FT,Data Scientist,130000,US,50,US,L
3458,3640,2021,MI,FT,Data Scientist,16904,IN,100,IN,S
84,1158,2023,SE,FT,Data Scientist,139500,US,0,US,M
3515,3709,2021,MI,FT,Data Scientist,90734,DE,50,DE,L
3517,3714,2021,SE,FT,Data Scientist,87738,CA,100,CA,S
3454,3627,2021,EN,FT,Data Scientist,100000,US,100,US,M
3453,3628,2021,SE,FT,Data Scientist,77684,FR,50,FR,M
856,1488,2023,SE,FT,Data Scientist,275300,US,100,US,M
3451,3626,2021,EN,FT,Data Scientist,58000,US,50,US,L
858,1487,2023,SE,FT,Data Scientist,183500,US,100,US,M
859,1486,2023,SE,FT,Data Scientist,275300,US,100,US,M
3449,3652,2021,MI,FT,Data Scientist,147000,US,50,US,L
3448,2339,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
863,1481,2023,EN,FT,Data Scientist,74540,US,0,US,M
864,1480,2023,EN,FT,Data Scientist,124234,US,0,US,M
3526,3746,2021,MI,FT,Data Scientist,119059,SG,100,IL,M
3442,2343,2022,SE,FT,Data Scientist,185000,US,100,US,M
774,1400,2023,SE,FT,Data Scientist,165000,US,100,US,M
3439,2344,2022,SE,FT,Data Scientist,185900,US,0,US,M
3438,2345,2022,SE,FT,Data Scientist,129300,US,0,US,M
3510,3604,2021,SE,FT,Data Scientist,103691,CA,100,CA,L
795,1552,2023,SE,FT,Data Scientist,77262,LV,0,LV,M
3434,2342,2022,SE,FT,Data Scientist,205000,US,100,US,M
796,1551,2023,SE,FT,Data Scientist,134000,US,0,US,M
816,1575,2023,SE,FT,Data Scientist,130000,US,100,US,M
3491,3581,2021,EN,FT,Data Scientist,29751,IN,50,IN,L
821,1582,2023,MI,FT,Data Scientist,183310,US,0,US,M
3495,3602,2021,SE,FT,Data Scientist,165000,US,100,US,L
72,1142,2023,SE,FT,Data Scientist,78000,US,0,US,M
822,1581,2023,MI,FT,Data Scientist,183310,US,0,US,M
809,1537,2023,SE,FT,Data Scientist,190000,US,0,US,M
3485,3589,2021,EN,FT,Data Scientist,28399,IN,100,IN,M
73,1141,2023,SE,FT,Data Scientist,126500,US,0,US,M
808,1538,2023,SE,FT,Data Scientist,165000,US,0,US,M
3483,3591,2021,EN,FT,Data Scientist,90000,US,100,US,S
827,1576,2023,SE,FT,Data Scientist,90000,US,100,US,M
71,1157,2023,SE,FT,Data Scientist,155000,US,0,US,M
828,1574,2023,SE,FT,Data Scientist,145000,US,100,US,M
829,1562,2023,MI,FT,Data Scientist,53654,RO,50,RO,L
830,1573,2023,SE,FT,Data Scientist,237000,US,100,US,M
3479,3598,2021,EN,FT,Data Scientist,36643,FR,50,FR,L
803,1543,2023,SE,FT,Data Scientist,225000,US,0,US,M
3477,3624,2021,SE,FT,Data Scientist,20171,TR,50,TR,L
802,1544,2023,SE,FT,Data Scientist,156400,US,0,US,M
3473,3638,2021,MI,FT,Data Scientist,25532,RS,100,DE,S
3468,3647,2021,SE,FT,Data Scientist,135000,US,0,US,L
797,1550,2023,SE,FT,Data Scientist,257000,US,0,US,M
3533,3728,2021,MI,FT,Data Scientist,46809,ES,100,ES,M
772,1401,2023,SE,FT,Data Scientist,144000,US,100,US,M
3580,3488,2021,EN,FT,Data Scientist,49646,FR,50,FR,M
3555,3673,2021,MI,FT,Data Scientist,37825,ES,100,ES,L
3559,3678,2021,MI,FT,Data Scientist,33808,IN,0,IN,M
493,1677,2023,SE,FT,Data Scientist,297300,US,100,US,M
899,898,2023,SE,FT,Data Scientist,185900,US,0,US,M
3560,3679,2021,MI,FT,Data Scientist,116914,GB,50,GB,L
3390,2399,2022,SE,FT,Data Scientist,129300,US,0,US,M
907,307,2023,SE,FT,Data Scientist,180000,US,0,US,M
908,306,2023,SE,FT,Data Scientist,245000,US,0,US,M
3388,2394,2022,SE,FT,Data Scientist,247500,US,0,US,M
911,303,2023,SE,FT,Data Scientist,100000,US,100,US,M
912,302,2023,SE,FT,Data Scientist,175000,US,100,US,M
3564,3688,2021,MI,FT,Data Scientist,88654,DE,50,DE,L
3387,2395,2022,SE,FT,Data Scientist,172200,US,0,US,M
3386,2396,2022,SE,FT,Data Scientist,177500,US,100,US,M
3572,3700,2021,MI,FT,Data Scientist,160000,US,100,US,L
3385,2397,2022,SE,FT,Data Scientist,134000,US,100,US,M
921,293,2023,SE,FT,Data Scientist,162000,US,0,US,M
922,292,2023,SE,FT,Data Scientist,199000,US,0,US,M
923,291,2023,SE,FT,Data Scientist,145000,US,100,US,M
3579,3487,2021,MI,FT,Data Scientist,82500,US,100,US,S
733,1384,2023,SE,FT,Data Scientist,225000,US,0,US,M
924,290,2023,SE,FT,Data Scientist,175000,US,100,US,M
925,289,2023,SE,FT,Data Scientist,135000,US,0,US,M
926,314,2023,SE,FT,Data Scientist,210000,US,0,US,M
3558,3677,2021,MI,FT,Data Scientist,56256,GB,50,GB,L
3553,3671,2021,MI,FT,Data Scientist,61467,DE,50,AT,M
3535,3732,2021,MI,FT,Data Scientist,115000,US,50,US,L
3551,3669,2021,MI,FT,Data Scientist,40038,CL,100,CL,L
3433,2398,2022,SE,FT,Data Scientist,185900,US,0,US,M
3429,2316,2022,EN,FT,Data Scientist,80000,US,0,US,M
764,1410,2023,SE,FT,Data Scientist,105000,US,0,US,M
763,1411,2023,SE,FT,Data Scientist,70000,US,0,US,M
3542,3738,2021,MI,FT,Data Scientist,73000,US,0,US,L
881,1520,2023,SE,FT,Data Scientist,84000,US,100,US,M
882,1519,2023,SE,FT,Data Scientist,110000,US,100,US,M
3545,3703,2021,MI,FT,Data Scientist,12901,BR,0,BR,S
884,1516,2023,SE,FT,Data Scientist,104000,US,100,US,M
3416,2329,2022,SE,FT,Data Scientist,208000,US,100,US,M
3547,3665,2021,MI,FT,Data Scientist,90734,DE,50,DE,L
757,1385,2023,SE,FT,Data Scientist,156400,US,0,US,M
886,1515,2023,SE,FT,Data Scientist,136000,US,100,US,M
3415,2330,2022,SE,FT,Data Scientist,127000,US,100,US,M
92,1178,2023,SE,FT,Data Scientist,129300,US,0,US,M
889,1512,2023,EN,FT,Data Scientist,12888,IN,50,IN,S
93,1177,2023,SE,FT,Data Scientist,185900,US,0,US,M
3549,3667,2021,MI,FT,Data Scientist,5679,IN,100,US,S
489,1693,2023,SE,FT,Data Scientist,129300,US,0,US,M
3409,2338,2022,SE,FT,Data Scientist,47280,ES,0,ES,M
3408,2354,2022,SE,FT,Data Scientist,185900,US,0,US,M
490,1692,2023,SE,FT,Data Scientist,185900,US,0,US,M
3407,2362,2022,SE,FT,Data Scientist,225000,US,0,US,M
635,1716,2023,SE,FT,Data Scientist,170000,US,100,US,M
818,1585,2023,SE,FT,Data Scientist,210000,US,0,US,M
3727,3646,2020,MI,FT,Data Scientist,35735,HU,50,HU,L
3196,2601,2022,SE,FT,Data Scientist,50000,US,100,US,M
1078,363,2023,SE,FT,Data Scientist,140000,US,100,US,M
590,1793,2023,SE,FT,Data Scientist,110000,CA,0,CA,M
536,1633,2023,SE,FT,Data Scientist,223800,US,0,US,M
3184,2613,2022,SE,FT,Data Scientist,129300,US,0,US,M
1130,80,2023,MI,FT,Data Scientist,65062,HK,0,HK,L
617,1766,2023,MI,FT,Data Scientist,120000,US,0,US,M
558,1623,2023,SE,FT,Data Scientist,160000,US,0,US,M
449,1358,2023,SE,FT,Data Scientist,225000,US,100,US,M
3192,2605,2022,SE,FT,Data Scientist,38000,US,100,US,M
1084,357,2023,SE,FT,Data Scientist,156000,US,100,US,M
1063,435,2023,SE,FT,Data Scientist,200000,US,100,US,M
1062,436,2023,SE,FT,Data Scientist,170000,US,100,US,M
1085,356,2023,SE,FT,Data Scientist,238000,US,100,US,M
1061,437,2023,SE,FT,Data Scientist,171250,IE,0,IE,M
1060,438,2023,SE,FT,Data Scientist,113750,IE,0,IE,M
3250,2545,2022,SE,FT,Data Scientist,129300,US,0,US,M
3251,2544,2022,SE,FT,Data Scientist,185900,US,0,US,M
1086,355,2023,SE,FT,Data Scientist,129300,US,0,US,M
3193,2604,2022,SE,FT,Data Scientist,155000,US,100,US,M
1087,354,2023,SE,FT,Data Scientist,185900,US,0,US,M
557,1624,2023,SE,FT,Data Scientist,205000,US,100,US,M
597,1817,2023,MI,FT,Data Scientist,130000,US,0,US,M
1126,115,2023,SE,FT,Data Scientist,150000,US,0,US,M
561,1702,2023,MI,FT,Data Scientist,187500,US,0,US,M
588,1767,2023,MI,FT,Data Scientist,105000,US,0,US,M
3176,2610,2022,SE,FT,Data Scientist,120000,US,100,US,S
562,1703,2023,MI,FT,Data Scientist,165000,US,0,US,M
3191,2606,2022,SE,FT,Data Scientist,168000,US,100,US,M
1077,364,2023,SE,FT,Data Scientist,110000,US,100,US,M
3190,2607,2022,SE,FT,Data Scientist,130000,US,100,US,M
1137,73,2023,SE,FT,Data Scientist,201450,US,100,US,M
532,1591,2023,SE,FT,Data Scientist,220000,US,0,US,M
450,1359,2023,SE,FT,Data Scientist,156400,US,100,US,M
3186,2611,2022,SE,FT,Data Scientist,55000,US,100,US,S
3723,3617,2020,MI,FT,Data Scientist,79833,DE,0,DE,L
3725,3517,2020,SE,FT,Data Scientist,68428,GR,100,US,L
3720,3658,2020,EN,FT,Data Scientist,51321,FR,0,FR,S
3719,3659,2020,MI,FT,Data Scientist,40481,IN,0,IN,L
3718,3662,2020,EN,FT,Data Scientist,39916,FR,0,FR,M
560,1621,2023,SE,FT,Data Scientist,122700,US,0,US,M
559,1622,2023,SE,FT,Data Scientist,185000,US,0,US,M
3712,3710,2020,EN,PT,Data Scientist,21669,IT,50,IT,S
3706,3727,2020,MI,FT,Data Scientist,38776,ES,100,ES,M
3704,3730,2020,SE,FT,Data Scientist,91237,AT,0,AT,S
3185,2612,2022,SE,FT,Data Scientist,185900,US,0,US,M
531,1592,2023,SE,FT,Data Scientist,146000,US,0,US,M
3187,2609,2022,SE,FT,Data Scientist,88100,US,0,US,M
3188,2598,2022,SE,FT,Data Scientist,153600,US,100,US,M
3703,3731,2020,MI,FT,Data Scientist,62726,FR,50,LU,S
3189,2608,2022,SE,FT,Data Scientist,123400,US,0,US,M
3245,2212,2022,SE,FT,Data Scientist,120000,US,0,US,M
13,1201,2023,SE,FT,Data Scientist,209300,US,100,US,M
1138,72,2023,SE,FT,Data Scientist,237000,US,100,US,M
3249,2546,2022,MI,FT,Data Scientist,30000,MX,100,MX,L
3700,3742,2020,MI,FT,Data Scientist,138350,US,100,US,M
528,1595,2023,MI,FT,Data Scientist,24740,TH,50,TH,L
3699,3741,2020,MI,FT,Data Scientist,118000,US,100,US,M
564,1779,2023,SE,FT,Data Scientist,113000,CA,0,CA,M
3254,2408,2022,SE,FT,Data Scientist,243900,US,100,US,M
3210,2532,2022,SE,FT,Data Scientist,175000,US,0,US,M
3695,3585,2020,MI,FT,Data Scientist,105000,US,100,US,L
3217,2525,2022,EN,FT,Data Scientist,100000,US,100,US,M
3200,2567,2022,MI,FT,Data Scientist,84000,BR,100,BR,M
572,1783,2023,SE,FT,Data Scientist,120000,US,0,US,M
1103,394,2023,SE,FT,Data Scientist,38631,ES,0,ES,M
1104,393,2023,SE,FT,Data Scientist,48289,ES,0,ES,M
3205,2537,2022,SE,FT,Data Scientist,104300,US,0,US,L
1147,63,2023,SE,FT,Data Scientist,110500,US,100,US,M
3691,3750,2020,SE,FT,Data Scientist,412000,US,100,US,L
1148,62,2023,SE,FT,Data Scientist,172500,US,100,US,M
3173,2595,2022,SE,FT,Data Scientist,38000,US,100,US,M
3209,2533,2022,SE,FT,Data Scientist,122500,US,0,US,M
569,1786,2023,SE,FT,Data Scientist,180560,US,0,US,M
1107,390,2023,EX,FT,Data Scientist,145000,US,0,US,M
1108,389,2023,EX,FT,Data Scientist,200000,US,0,US,M
545,1636,2023,SE,FT,Data Scientist,150000,US,0,US,M
1151,897,2023,MI,FT,Data Scientist,82920,US,100,US,M
3171,2571,2022,EN,FT,Data Scientist,73742,CA,100,CA,L
1109,388,2023,MI,FT,Data Scientist,140000,US,100,US,M
568,1787,2023,SE,FT,Data Scientist,115440,US,0,US,M
3206,2536,2022,SE,FT,Data Scientist,202800,US,0,US,L
1110,386,2023,SE,FT,Data Scientist,104650,US,100,US,M
567,1788,2023,SE,FT,Data Scientist,140000,US,0,US,M
519,1605,2023,EX,FT,Data Scientist,300000,US,0,US,M
3169,2573,2022,EN,FT,Data Scientist,33246,GB,50,GB,L
546,1635,2023,SE,FT,Data Scientist,180000,US,0,US,M
1112,385,2023,SE,FT,Data Scientist,157750,US,100,US,M
551,1630,2023,EN,FT,Data Scientist,50000,IN,100,US,M
3694,3163,2020,EN,FT,Data Scientist,49268,DE,0,DE,S
596,1818,2023,MI,FT,Data Scientist,90000,US,0,US,M
3199,2569,2022,EN,FT,Data Scientist,80000,US,100,US,L
556,1625,2023,SE,FT,Data Scientist,185000,US,100,US,M
3218,2524,2022,EN,FT,Data Scientist,180000,US,100,US,M
576,1778,2023,SE,FT,Data Scientist,143100,CA,0,CA,M
524,1600,2023,SE,FT,Data Scientist,140000,US,0,US,M
577,1792,2023,SE,FT,Data Scientist,120000,CA,0,CA,M
525,1599,2023,SE,FT,Data Scientist,182000,US,0,US,M
566,1789,2023,SE,FT,Data Scientist,120000,US,0,US,M
3256,2285,2022,SE,FT,Data Scientist,136000,US,100,US,M
1094,347,2023,SE,FT,Data Scientist,133200,US,100,US,M
3257,2284,2022,SE,FT,Data Scientist,130000,US,100,US,M
3258,2283,2022,SE,FT,Data Scientist,168000,US,100,US,M
573,1782,2023,SE,FT,Data Scientist,140000,US,0,US,M
3739,3554,2020,MI,FT,Data Scientist,45760,PH,100,US,S
3737,3706,2020,MI,FT,Data Scientist,42197,FR,50,FR,S
1098,387,2023,MI,FT,Data Scientist,180000,US,100,US,M
3734,3708,2020,EN,FT,Data Scientist,62726,DE,50,DE,S
12,1202,2023,SE,FT,Data Scientist,182200,US,100,US,M
3197,2600,2022,SE,FT,Data Scientist,185000,US,100,US,M
3198,2599,2022,SE,FT,Data Scientist,106800,US,100,US,M
3378,2359,2022,SE,FT,Data Science Tech Lead,375000,US,50,US,L
1524,810,2023,MI,FT,Data Science Manager,104500,US,0,US,M
2447,3152,2022,SE,FT,Data Science Manager,300000,US,100,US,M
3632,3465,2021,SE,FT,Data Science Manager,240000,US,0,US,L
1523,811,2023,MI,FT,Data Science Manager,70000,US,0,US,M
2476,3067,2022,EX,FT,Data Science Manager,260500,US,0,US,M
2475,3068,2022,EX,FT,Data Science Manager,175100,US,0,US,M
172,1269,2023,SE,FT,Data Science Manager,231250,US,100,US,M
478,1675,2023,SE,FT,Data Science Manager,297300,US,100,US,M
3608,3526,2021,SE,FT,Data Science Manager,144000,US,100,US,L
479,1676,2023,SE,FT,Data Science Manager,198200,US,100,US,M
232,979,2023,SE,FT,Data Science Manager,150000,MX,100,MX,M
2134,2827,2022,EX,FT,Data Science Manager,182160,US,0,US,M
3455,3654,2021,SE,FT,Data Science Manager,174000,US,100,US,L
711,1465,2023,MI,FT,Data Science Manager,195000,US,0,US,M
1938,3039,2022,SE,FT,Data Science Manager,140100,US,100,US,L
2135,2826,2022,EX,FT,Data Science Manager,222640,US,0,US,M
1930,3038,2022,SE,FT,Data Science Manager,189500,US,100,US,L
2457,3142,2022,SE,FT,Data Science Manager,133766,AU,100,AU,L
789,1558,2023,SE,FT,Data Science Manager,299500,US,0,US,M
1541,793,2023,SE,FT,Data Science Manager,299500,US,0,US,M
2097,2727,2022,SE,FT,Data Science Manager,243225,US,100,US,M
1540,794,2023,SE,FT,Data Science Manager,245100,US,0,US,M
712,1464,2023,MI,FT,Data Science Manager,220000,US,0,US,M
223,1131,2023,SE,FT,Data Science Manager,299500,US,0,US,M
82,1132,2023,SE,FT,Data Science Manager,245100,US,0,US,M
231,980,2023,SE,FT,Data Science Manager,90000,MX,100,MX,M
3524,3719,2021,SE,FT,Data Science Manager,152000,US,100,FR,L
2446,3153,2022,SE,FT,Data Science Manager,200000,US,100,US,M
171,1270,2023,SE,FT,Data Science Manager,138750,US,100,US,M
3001,1908,2022,SE,FT,Data Science Manager,120000,US,0,US,M
2338,3460,2022,SE,FT,Data Science Manager,152500,US,100,US,M
2887,974,2022,EX,FT,Data Science Manager,106000,UZ,0,RU,L
1972,2992,2022,SE,FT,Data Science Manager,206000,US,100,US,M
2269,3279,2022,SE,FT,Data Science Manager,137141,US,100,US,M
3472,3649,2021,SE,FT,Data Science Manager,54094,IN,50,US,L
3696,3740,2020,SE,FT,Data Science Manager,190200,US,100,US,M
3300,2293,2022,SE,FT,Data Science Manager,247500,US,0,US,M
2496,3099,2022,SE,FT,Data Science Manager,185400,US,0,US,M
438,1055,2023,SE,FT,Data Science Manager,120000,US,0,US,M
1995,2728,2022,SE,FT,Data Science Manager,179775,US,100,US,M
2991,1907,2022,SE,FT,Data Science Manager,175000,US,0,US,M
1987,2976,2022,MI,FT,Data Science Manager,158000,US,100,US,M
1986,2977,2022,MI,FT,Data Science Manager,134000,US,100,US,M
2497,3098,2022,SE,FT,Data Science Manager,249260,US,0,US,M
1971,2993,2022,SE,FT,Data Science Manager,175100,US,100,US,M
3299,2294,2022,SE,FT,Data Science Manager,172200,US,0,US,M
1419,687,2023,SE,FT,Data Science Manager,299500,US,0,US,M
968,245,2023,SE,FT,Data Science Manager,191765,US,0,US,M
813,1559,2023,SE,FT,Data Science Manager,245100,US,0,US,M
3260,2281,2022,SE,FT,Data Science Manager,299500,US,0,US,M
1418,688,2023,SE,FT,Data Science Manager,245100,US,0,US,M
3639,3754,2021,SE,FT,Data Science Manager,94665,IN,50,IN,L
967,246,2023,SE,FT,Data Science Manager,134236,US,0,US,M
2527,3231,2022,MI,FT,Data Science Manager,159000,US,100,US,M
439,1054,2023,SE,FT,Data Science Manager,175000,US,0,US,M
2528,3230,2022,MI,FT,Data Science Manager,241000,US,100,US,M
2271,3278,2022,SE,FT,Data Science Manager,161342,US,100,US,M
3259,2282,2022,SE,FT,Data Science Manager,245100,US,0,US,M
214,1283,2023,SE,FT,Data Science Lead,156400,US,0,US,M
22,1192,2023,MI,FT,Data Science Lead,60761,GB,0,GB,M
215,1282,2023,SE,FT,Data Science Lead,225900,US,0,US,M
23,1191,2023,MI,FT,Data Science Lead,72914,GB,0,GB,M
3170,2572,2022,SE,FT,Data Science Lead,165000,US,50,US,S
102,1168,2023,SE,FT,Data Science Lead,172200,US,0,US,M
3635,776,2021,MI,FT,Data Science Lead,150000,US,100,US,M
103,1167,2023,SE,FT,Data Science Lead,247500,US,0,US,M
2533,3225,2022,SE,FT,Data Science Engineer,60000,AR,100,MX,L
3546,3702,2021,MI,FT,Data Science Engineer,40189,GR,100,GR,M
456,1669,2023,SE,FT,Data Science Engineer,140000,US,0,US,M
3638,3525,2021,SE,FT,Data Science Engineer,127221,CA,50,CA,L
455,1670,2023,SE,FT,Data Science Engineer,100000,US,0,US,M
2795,2115,2022,MI,FT,Data Science Consultant,51716,GB,0,GB,M
674,1589,2023,SE,FT,Data Science Consultant,122000,US,0,US,M
2919,1832,2022,SE,FT,Data Science Consultant,145000,US,0,US,M
2918,1833,2022,SE,FT,Data Science Consultant,128000,US,0,US,M
3552,3670,2021,EN,FT,Data Science Consultant,90000,US,100,US,S
3177,2620,2022,SE,FT,Data Science Consultant,139000,US,0,US,M
673,1590,2023,SE,FT,Data Science Consultant,94000,US,0,US,M
2879,1873,2022,EN,FT,Data Science Consultant,24165,IT,50,IT,M
526,1598,2023,SE,FT,Data Science Consultant,128000,US,0,US,M
270,998,2023,SE,FT,Data Science Consultant,29453,TH,50,TH,M
3726,3530,2020,MI,FT,Data Science Consultant,103000,US,100,US,L
3461,3630,2021,EN,FT,Data Science Consultant,76833,DE,0,DE,L
3749,3685,2020,EN,FT,Data Science Consultant,5707,IN,50,IN,M
3330,2234,2022,EN,FT,Data Science Consultant,27317,ES,50,ES,L
2796,2114,2022,MI,FT,Data Science Consultant,70186,GB,0,GB,M
1547,812,2023,MI,FT,Data Science Consultant,90000,US,0,US,M
1535,813,2023,MI,FT,Data Science Consultant,70000,US,0,US,M
2923,1828,2022,SE,FT,Data Science Consultant,122000,US,0,US,M
2632,2621,2022,SE,FT,Data Science Consultant,122000,US,0,US,M
527,1597,2023,SE,FT,Data Science Consultant,145000,US,0,US,M
3493,3660,2021,EX,FT,Data Science Consultant,69741,FR,100,ES,S
3601,3516,2021,EN,FT,Data Science Consultant,63831,DE,50,DE,L
3666,3561,2021,EN,FT,Data Science Consultant,76833,DE,100,DE,S
2922,1829,2022,SE,FT,Data Science Consultant,94500,US,0,US,M
1089,352,2023,SE,FT,Data Quality Analyst,100000,US,0,US,M
1088,353,2023,SE,FT,Data Quality Analyst,80000,US,0,US,M
396,1041,2023,SE,FT,Data Quality Analyst,64980,US,0,US,M
